index	video	video_path	duration	domain	candidates	sub_category	task_type	subtitle_path	question	answer	prediction	score
1724	cFqLEwAvaHI	./video/cFqLEwAvaHI.mp4	medium	Life Record	['A. Fence.', 'B. Stone.', 'C. Tree.', 'D. House.']	Pet & Animal	Object Recognition	./subtitle/cFqLEwAvaHI.srt	What is between the yellow fox and the white fox?	A	A	1.0
1725	LFGE_8SoYVA	./video/LFGE_8SoYVA.mp4	medium	Life Record	['A. Eating food.', 'B. Wrestling with a doll.', 'C. Climbing on a tree.', 'D. Lying down and sleeping.']	Pet & Animal	Action Recognition	./subtitle/LFGE_8SoYVA.srt	What does the squirrel do in this video?	B	A	0.0
1726	LFGE_8SoYVA	./video/LFGE_8SoYVA.mp4	medium	Life Record	['A. Fights with people.', 'B. Climbs on wall.', 'C. Explores a hole.', 'D. Eats foods in a microwave oven.']	Pet & Animal	Action Recognition	./subtitle/LFGE_8SoYVA.srt	What does the yellow cat with black spots do in this video?	D	D	1.0
1727	LFGE_8SoYVA	./video/LFGE_8SoYVA.mp4	medium	Life Record	['A. Drinking water.', 'B. Shouting to a mug.', 'C. Finding food.', 'D. Quarreling with others.']	Pet & Animal	Action Recognition	./subtitle/LFGE_8SoYVA.srt	What does the white parrot do in this video?	B	A	0.0
1728	VoJ-Ey6q8uM	./video/VoJ-Ey6q8uM.mp4	medium	Life Record	['A. They encounter their reflections.', 'B. They engage in battles with similar animals.', 'C. They seek to form connections with other animals.', 'D. They come across their doppelgangers.']	Pet & Animal	Action Recognition	./subtitle/VoJ-Ey6q8uM.srt	What do the animals in this video do?	A	A	1.0
1729	VoJ-Ey6q8uM	./video/VoJ-Ey6q8uM.mp4	medium	Life Record	['A. He runs away.', 'B. He dances on floor.', 'C. He wants to sleep.', 'D. A bird attacks him.']	Pet & Animal	Action Recognition	./subtitle/VoJ-Ey6q8uM.srt	What happens when a boy picks up a mirror?	D	B	0.0
1730	VoJ-Ey6q8uM	./video/VoJ-Ey6q8uM.mp4	medium	Life Record	['A. Blue.', 'B. Green.', 'C. White.', 'D. Black.']	Pet & Animal	Attribute Perception	./subtitle/VoJ-Ey6q8uM.srt	What the color is the parrot that stands on wood?	B	B	1.0
1731	l73rmrLTHQc	./video/l73rmrLTHQc.mp4	medium	Life Record	['A. Eating an apple.', 'B. Chasing an apple.', 'C. Exercising in the room.', 'D. Playing with a ball.']	Pet & Animal	Action Recognition	./subtitle/l73rmrLTHQc.srt	What does the first panda do in this video?	B	B	1.0
1732	l73rmrLTHQc	./video/l73rmrLTHQc.mp4	medium	Life Record	['A. 1.', 'B. 2.', 'C. 3.', 'D. 4.']	Pet & Animal	Counting Problem	./subtitle/l73rmrLTHQc.srt	How many pandas are on the swing?	B	B	1.0
1733	l73rmrLTHQc	./video/l73rmrLTHQc.mp4	medium	Life Record	['A. Throwing the bucket away.', 'B. Putting the bucket on other pandas.', 'C. Eating food in the bucket.', 'D. Putting itself in the bucket.']	Pet & Animal	Action Recognition	./subtitle/l73rmrLTHQc.srt	What does the panda that takes a blue bucket do in this video?	D	D	1.0
1734	a3o9a6pBKz8	./video/a3o9a6pBKz8.mp4	medium	Life Record	['A. Attempting to escape.', 'B. Searching for food.', 'C. Swinging with a cub.', 'D. Running on the glacier.']	Pet & Animal	Action Recognition	./subtitle/a3o9a6pBKz8.srt	What does the polar bear do in this video?	C	C	1.0
1735	a3o9a6pBKz8	./video/a3o9a6pBKz8.mp4	medium	Life Record	['A. Pulling her hair.', 'B. Begging for food.', 'C. Climbing on her.', 'D. Stealing things from her.']	Pet & Animal	Action Recognition	./subtitle/a3o9a6pBKz8.srt	What does the monkey do to the woman?	A	C	0.0
1736	a3o9a6pBKz8	./video/a3o9a6pBKz8.mp4	medium	Life Record	"['A. Allowing the boy ride on it.', ""B. Eating food in the boy's hand."", 'C. Pulling his costume hat.', 'D. Ignoring the boy.']"	Pet & Animal	Action Recognition	./subtitle/a3o9a6pBKz8.srt	What does the brown horse do to the boy with blue costume?	C	C	1.0
1737	LVRcD_-ht3g	./video/LVRcD_-ht3g.mp4	medium	Life Record	['A. Assisting a boy in water.', 'B. Submerging a boy in water.', 'C. Engaging with a boy.', 'D. Searching for fish.']	Pet & Animal	Action Recognition	./subtitle/LVRcD_-ht3g.srt	What does a black dog do in water?	A	C	0.0
1738	LVRcD_-ht3g	./video/LVRcD_-ht3g.mp4	medium	Life Record	['A. Protecting the cameraman from attacks of the goose.', 'B. Consume the goose as food.', 'C. Playing with the goose.', 'D. Letting the goose go elsewhere.']	Pet & Animal	Action Reasoning	./subtitle/LVRcD_-ht3g.srt	Why does the black dog hold the goose?	A	C	0.0
1739	LVRcD_-ht3g	./video/LVRcD_-ht3g.mp4	medium	Life Record	['A. Helping a man in river.', 'B. Finding fishes for food.', 'C. Going across the river.', 'D. Washing itself.']	Pet & Animal	Action Recognition	./subtitle/LVRcD_-ht3g.srt	What does a black elephant do in this video?	A	A	1.0
1740	kDo4y8-bZko	./video/kDo4y8-bZko.mp4	medium	Life Record	['A. Maintaining relaxation as well as leg and arm movement essentials.', 'B. How to breathe while running.', 'C. Maintaining tightness and arm movement essentials.', 'D. How to warm up before a match.']	Exercise	Object Reasoning	./subtitle/kDo4y8-bZko.srt	What does the coach wearing a white top and black trousers and a hat at the beginning of the video mainly explain to the athlete wearing a black top and grey and white shorts?	A	A	1.0
1741	kDo4y8-bZko	./video/kDo4y8-bZko.mp4	medium	Life Record	['A. Female athlete in orange trousers.', 'B. Male athlete wearing a black top with grey and white trousers.', 'C. Male athlete in orange trousers.', 'D. Female athlete in black top and grey trousers.']	Exercise	Object Recognition	./subtitle/kDo4y8-bZko.srt	Which athlete's run is being recorded on a mobile phone by the coach wearing a white top and black shorts in the video?	D	D	1.0
1742	kDo4y8-bZko	./video/kDo4y8-bZko.mp4	medium	Life Record	['A. 3.', 'B. 2.', 'C. 4.', 'D. 1.']	Exercise	Action Recognition	./subtitle/kDo4y8-bZko.srt	How many running sessions did the athlete who recorded the shoe change in the video perform in the video?	B	B	1.0
1743	8-aI8Fp2bPU	./video/8-aI8Fp2bPU.mp4	medium	Life Record	['A. Matrix pushups.', 'B. Jump suqats.', 'C. Shadowboxing.', 'D. Sit-ups.']	Exercise	Action Recognition	./subtitle/8-aI8Fp2bPU.srt	What is the next exercise after the burpee training in the video?	C	C	1.0
1744	8-aI8Fp2bPU	./video/8-aI8Fp2bPU.mp4	medium	Life Record	['A. 3.', 'B. 2.', 'C. 1.', 'D. 4.']	Exercise	Counting Problem	./subtitle/8-aI8Fp2bPU.srt	How many sets of shadowboxing training were performed in the video?	A	B	0.0
1745	8-aI8Fp2bPU	./video/8-aI8Fp2bPU.mp4	medium	Life Record	['A. First jump squats, then push-ups, then burpees.', 'B. First jump squats, then burpees, then push-ups, then jump squats again.', 'C. First burpees, then push-ups, then jump squats.', 'D. First burpees, then jump squats, then push-ups.']	Exercise	Temporal Reasoning	./subtitle/8-aI8Fp2bPU.srt	In what order do burpees, jump squats and push-ups appear in the video?	D	D	1.0
1746	JwxALozuKfY	./video/JwxALozuKfY.mp4	medium	Life Record	['A. Front plank.', 'B. Dumbbell pullover.', 'C. Weighted russian twist.', 'D. Leg raise.']	Exercise	Action Recognition	./subtitle/JwxALozuKfY.srt	In the first stage of the workout, what training did the male protagonist in the video not undergo?	B	B	1.0
1747	JwxALozuKfY	./video/JwxALozuKfY.mp4	medium	Life Record	['A. 4.', 'B. 6.', 'C. 3.', 'D. 7.']	Exercise	Counting Problem	./subtitle/JwxALozuKfY.srt	In the video, how many times does the male protagonist do hanging leg raises per set in the first phase of training?	C	C	1.0
1748	JwxALozuKfY	./video/JwxALozuKfY.mp4	medium	Life Record	['A. Dumbell bent row, pushups, plank hold.', 'B. Pushups, plank hold.', 'C. Incline bench press, lat pulldown.', 'D. Flat bench press, pull up.']	Exercise	Action Recognition	./subtitle/JwxALozuKfY.srt	What does the second super set in the weight training introduced in the video mainly consist of?	A	C	0.0
1749	lNvBXLbInXE	./video/lNvBXLbInXE.mp4	medium	Life Record	['A. Markatasana.', 'B. Bhastrika.', 'C. Anulom vilom.', 'D. Kapalbhati.']	Exercise	OCR Problems	./subtitle/lNvBXLbInXE.srt	What is the second yoga pranayama method demonstrated by the man in the video?	D	D	1.0
1750	lNvBXLbInXE	./video/lNvBXLbInXE.mp4	medium	Life Record	['A. The forth.', 'B. The third.', 'C. The second.', 'D. The first.']	Exercise	Action Recognition	./subtitle/lNvBXLbInXE.srt	Which exercise did the man in the video do that required him to block his nose?	B	A	0.0
1751	lNvBXLbInXE	./video/lNvBXLbInXE.mp4	medium	Life Record	['A. Bhramari.', 'B. Markatasana.', 'C. Shavasana.', 'D. Anulom Vilom.']	Exercise	OCR Problems	./subtitle/lNvBXLbInXE.srt	What is the last move the man makes in the video?	C	C	1.0
1752	U8WCRz0Yh4Q	./video/U8WCRz0Yh4Q.mp4	medium	Life Record	['A. 3.', 'B. 4.', 'C. 6.', 'D. 2.']	Exercise	Counting Problem	./subtitle/U8WCRz0Yh4Q.srt	How many of the tricks presented in the video involve drilling the ball through a defender's crotch?	A	D	0.0
1753	U8WCRz0Yh4Q	./video/U8WCRz0Yh4Q.mp4	medium	Life Record	['A. Half volley meg.', 'B. Scoop turn.', 'C. Push and go.', 'D. The lift.']	Exercise	Action Recognition	./subtitle/U8WCRz0Yh4Q.srt	Which technique described in the video is done by kicking the ball into the air over a defender?	D	D	1.0
1754	U8WCRz0Yh4Q	./video/U8WCRz0Yh4Q.mp4	medium	Life Record	['A. ①②③④.', 'B. ②①④③.', 'C. ②③①④.', 'D. ③①②④.']	Exercise	Temporal Reasoning	./subtitle/U8WCRz0Yh4Q.srt	"What is the correct ordering of the following tips in the order they are presented in the video?
①fake cut back
②double touch meg
③the lift
④stop and meg"	B	B	1.0
1755	2ka5AleJ48I	./video/2ka5AleJ48I.mp4	medium	Life Record	['A. 5.', 'B. 4.', 'C. 3.', 'D. 2.']	Exercise	Object Recognition	./subtitle/2ka5AleJ48I.srt	In the video, which track's runners reached the finish line first in the second group of races?	C	D	0.0
1756	2ka5AleJ48I	./video/2ka5AleJ48I.mp4	medium	Life Record	['A. An open run headphones.', 'B. A turban with built-in speakers.', 'C. A sweatshirt with noise-canceling capabilities.', 'D. A hearing aid with wireless charging.']	Exercise	Object Recognition	./subtitle/2ka5AleJ48I.srt	What is the main product introduced by the male protagonist in the video?	A	A	1.0
1757	2ka5AleJ48I	./video/2ka5AleJ48I.mp4	medium	Life Record	['A. The girl wearing a gray top and gray shorts.', 'B. The girl wearing a black top and black shorts.', 'C. The girl wearing a white top and blue shorts.', 'D. The girl wearing a yellow top and black shorts.']	Exercise	Object Recognition	./subtitle/2ka5AleJ48I.srt	Who won the championship in the women's competition?	D	D	1.0
1758	zPyWOtToo6E	./video/zPyWOtToo6E.mp4	medium	Life Record	['A. Player in head position.', 'B. Player in the last position.', 'C. Player in the middle position.', 'D. Random selection.']	Exercise	Action Reasoning	./subtitle/zPyWOtToo6E.srt	Which player will be eliminated at the end of each lap of the first and second games in the video?	B	B	1.0
1759	zPyWOtToo6E	./video/zPyWOtToo6E.mp4	medium	Life Record	['A. 55 seconds.', 'B. 54 seconds.', 'C. 53 seconds.', 'D. 2 minutes and 29 seconds.']	Exercise	OCR Problems	./subtitle/zPyWOtToo6E.srt	How long did it take the first runner to reach the finish line in the third race in the video?	C	D	0.0
1760	zPyWOtToo6E	./video/zPyWOtToo6E.mp4	medium	Life Record	['A. The boy wearing a red shirt and black trousers.', 'B. The boy wearing a black top and black shorts.', 'C. The boy wearing a gray shirt and black shorts.', 'D. The boy wearing a black top and black shorts.']	Exercise	Object Recognition	./subtitle/zPyWOtToo6E.srt	Who was the second contestant eliminated during the final match in the video?	A	B	0.0
1761	xre_3dxdhkQ	./video/xre_3dxdhkQ.mp4	medium	Life Record	['A. 150 lbs.', 'B. 140 lbs.', 'C. 160 lbs.', 'D. 155 lbs.']	Exercise	OCR Problems	./subtitle/xre_3dxdhkQ.srt	What weight did the first girl in the video's female group attempt to bench press before failing?	D	D	1.0
1762	xre_3dxdhkQ	./video/xre_3dxdhkQ.mp4	medium	Life Record	['A. 7.', 'B. 6.', 'C. 8.', 'D. 9.']	Exercise	Counting Problem	./subtitle/xre_3dxdhkQ.srt	How many ladies participated in the women's bench press competition in the video?	B	B	1.0
1763	xre_3dxdhkQ	./video/xre_3dxdhkQ.mp4	medium	Life Record	['A. 405 lbs.', 'B. 415 lbs.', 'C. 420 lbs.', 'D. 385 lbs.']	Exercise	Counting Problem	./subtitle/xre_3dxdhkQ.srt	What is the highest weight that the boys' group can successfully bench press in the video?	C	C	1.0
1764	FYJJbwG_i8U	./video/FYJJbwG_i8U.mp4	medium	Life Record	['A. Cross hands on chest, squat and then jump up.', 'B. Start by doing a lunge and then jump up, then switch legs and repeat.', 'C. Jump up and lift legs.', 'D. Cross hands on chest and then jump up.']	Exercise	Action Recognition	./subtitle/FYJJbwG_i8U.srt	Which of the following options describes the first exercise shown in the video?	A	A	1.0
1765	FYJJbwG_i8U	./video/FYJJbwG_i8U.mp4	medium	Life Record	['A. Reverse lunge knee drive.', 'B. Heel flicks.', 'C. Kneeling jumps.', 'D. High knees.']	Exercise	Action Recognition	./subtitle/FYJJbwG_i8U.srt	What is the workout that follows after the tuck jumps workout in the video?	D	D	1.0
1766	FYJJbwG_i8U	./video/FYJJbwG_i8U.mp4	medium	Life Record	['A. High knees, jump lunges, A skips, kneeling jumps.', 'B. Jump lunges, A skips, high knees, kneeling jumps.', 'C. Jump lunges, kneeling jumps, a skips, high knees.', 'D. Kneeling jumps, jump lunges, a skips, high knees.']	Exercise	Temporal Reasoning	./subtitle/FYJJbwG_i8U.srt	In the video, what is the order in which high knees, jump lunges, A skips, and kneeling jumps appear?	B	B	1.0
1767	VP4GtrEsefk	./video/VP4GtrEsefk.mp4	medium	Life Record	['A. Just the goalkeeper saves the penalty kick.', 'B. Players just need to score the penalty kick.', 'C. Players need to copy the penalties from the demo video.', 'D. Players need to copy the passing process in the demo video.']	Exercise	Attribute Perception	./subtitle/VP4GtrEsefk.srt	What are the rules of the game in the video?	C	C	1.0
1768	VP4GtrEsefk	./video/VP4GtrEsefk.mp4	medium	Life Record	['A. The first player of the team wearing black.', 'B. The first player of the team wearing red.', 'C. The third player of the team wearing black.', 'D. The second player of the team wearing black.']	Exercise	Object Recognition	./subtitle/VP4GtrEsefk.srt	Which player in the video successfully copied a penalty kick?	A	A	1.0
1769	VP4GtrEsefk	./video/VP4GtrEsefk.mp4	medium	Life Record	['A. Run forward and kick the ball to the edge of the goal, letting it bounce to the other edge and into the goal.', 'B. Run forward and kick the ball with the right foot, aiming for the bottom corner of the goal.', 'C. Run forward and kick the ball high into the air, allowing it to spin before landing in the goal.', 'D. Run to the football then stop and kick the ball into the goal with the left foot.']	Exercise	Action Recognition	./subtitle/VP4GtrEsefk.srt	How to replicate the penalty kick of the person wearing a teddy bear headgear in the video?	D	A	0.0
1770	FMdEkj5HEqg	./video/FMdEkj5HEqg.mp4	medium	Multilingual	['A. 3.', 'B. 4.', 'C. 5.', 'D. 2.']	Multilingual	Counting Problem	./subtitle/FMdEkj5HEqg.srt	How many times is the little boy on the right side of the planet when he visited the planet in his rocket?	B	A	0.0
1771	FMdEkj5HEqg	./video/FMdEkj5HEqg.mp4	medium	Multilingual	['A. Jupiter.', 'B. Mars.', 'C. Venus.', 'D. Earth.']	Multilingual	Temporal Perception	./subtitle/FMdEkj5HEqg.srt	Which planet does the boy spend the most time visiting?	C	D	0.0
1772	FMdEkj5HEqg	./video/FMdEkj5HEqg.mp4	medium	Multilingual	"['A. Astronomy teacher.', ""B. The little boy's mom."", 'C. Rocket Driver.', 'D. Teacher of French.']"	Multilingual	Object Reasoning	./subtitle/FMdEkj5HEqg.srt	What is the most likely role of the woman in yellow in the video?	A	A	1.0
1773	InHaW59CmDw	./video/InHaW59CmDw.mp4	medium	Multilingual	['A. Argentinosaurus, Giant Rhinoceros, Titanoboa, Leedsichthys.', 'B. Leedsichthys, Argentinosaurus, Giant Rhinoceros, Titanoboa.', 'C. Titanoboa, Leedsichthys, Argentinosaurus, Giant Rhinoceros.', 'D. Giant Rhinoceros, Titanoboa, Leedsichthys, Argentinosaurus.']	Multilingual	Temporal Reasoning	./subtitle/InHaW59CmDw.srt	Which animals are introduced in sequence in the video?	D	A	0.0
1774	InHaW59CmDw	./video/InHaW59CmDw.mp4	medium	Multilingual	['A. Whale Shark, Blue Whale.', 'B. African Elephant, Giraffe.', 'C. Whale Shark, Saltwater Crocodile.', 'D. Kronosaurus, Spiny Dragon.']	Multilingual	Object Recognition	./subtitle/InHaW59CmDw.srt	Which animals detailedly introduced in the video are not extinct?	A	A	1.0
1775	InHaW59CmDw	./video/InHaW59CmDw.mp4	medium	Multilingual	['A. African Elephant.', 'B. Argentinosaurus.', 'C. Blue Whale.', 'D. Giraffe.']	Multilingual	Attribute Perception	./subtitle/InHaW59CmDw.srt	Which animal is a herbivore mentioned in the video?	B	A	0.0
1776	p9uIBCDhyr0	./video/p9uIBCDhyr0.mp4	medium	Multilingual	"['A. The intricate set design and elaborate props.', 'B. The live band providing a dynamic musical backdrop.', ""C. The actress's mesmerizing spin as her hair is tied to a rope."", ""D. The audience's enthusiastic participation in interactive segments.""]"	Multilingual	Action Recognition	./subtitle/p9uIBCDhyr0.srt	In the performance, what captivating element draws the audience's attention?	C	C	1.0
1777	p9uIBCDhyr0	./video/p9uIBCDhyr0.mp4	medium	Multilingual	['A. They unanimously gave her four yeses.', 'B. They awarded her the first place trophy.', 'C. They offered constructive criticism for her performance.', 'D. None of the above.']	Multilingual	Action Recognition	./subtitle/p9uIBCDhyr0.srt	What decision did the judges reach?	A	A	1.0
1778	p9uIBCDhyr0	./video/p9uIBCDhyr0.mp4	medium	Multilingual	['A. Both of them are speaking English.', 'B. Both of them are wearing big beards.', 'C. Both of them are wearing black shirts.', 'D. Both of them are wearing glasses.']	Multilingual	Object Reasoning	./subtitle/p9uIBCDhyr0.srt	What do the two male judges share in common?	D	D	1.0
1779	GrO5sxp3n0E	./video/GrO5sxp3n0E.mp4	medium	Multilingual	['A. Deep Purple.', 'B. Sierra Blue.', 'C. Olive green.', 'D. Graphite Grey.']	Multilingual	Attribute Perception	./subtitle/GrO5sxp3n0E.srt	What color is the woman's phone for personal use?	C	C	1.0
1780	GrO5sxp3n0E	./video/GrO5sxp3n0E.mp4	medium	Multilingual	"['A. Coffee, because it helps her wake up.', ""B. Tea, because it's calming."", ""C. Juice, because it's healthy."", ""D. Water, because it's readily available and tastes good.""]"	Multilingual	Object Reasoning	./subtitle/GrO5sxp3n0E.srt	What is the woman's favorite drink, and why?	D	D	1.0
1781	GrO5sxp3n0E	./video/GrO5sxp3n0E.mp4	medium	Multilingual	['A. 14.', 'B. 17.', 'C. 11.', 'D. 20.']	Multilingual	Counting Problem	./subtitle/GrO5sxp3n0E.srt	How many items did the woman take out of her bag?	A	A	1.0
1782	cVIfe0Gxa64	./video/cVIfe0Gxa64.mp4	medium	Multilingual	['A. Lenovo.', 'B. BWT.', 'C. DEKRA.', 'D. IG.']	Multilingual	OCR Problems	./subtitle/cVIfe0Gxa64.srt	Which of the following is not a sponsor of the race?	A	A	1.0
1783	cVIfe0Gxa64	./video/cVIfe0Gxa64.mp4	medium	Multilingual	['A. 4.', 'B. 6.', 'C. 3.', 'D. 5.']	Multilingual	Counting Problem	./subtitle/cVIfe0Gxa64.srt	In the video, how many finishing cars were on the same team as the winning driver?	C	C	1.0
1784	cVIfe0Gxa64	./video/cVIfe0Gxa64.mp4	medium	Multilingual	['A. 23.', 'B. 21.', 'C. 25.', 'D. 29.']	Multilingual	Counting Problem	./subtitle/cVIfe0Gxa64.srt	How many cars finished the race in the video?	B	A	0.0
1785	I48vtTxdaeQ	./video/I48vtTxdaeQ.mp4	medium	Multilingual	['A. Using specialized camera filters that block specific light wavelengths causing moiré.', 'B. Employing LED screens with a larger pixel pitch, thereby decreasing the spatial frequency of the displayed image.', 'C. Implementing real-time image processing algorithms within the camera to detect and remove moiré patterns.', 'D. Reducing the overall brightness and contrast of the LED screens to minimize interference patterns.']	Multilingual	Information Synopsis	./subtitle/I48vtTxdaeQ.srt	What is the proposed solution presented in the video to minimize moiré during the Taylor Swift concert?	B	B	1.0
1786	I48vtTxdaeQ	./video/I48vtTxdaeQ.mp4	medium	Multilingual	"['A. By demonstrating how light waves bend when passing through different mediums, creating distortions in the image.', 'B. By explaining how the compression of digital images can lead to the loss of information and visual artifacts.', ""C. By illustrating how the camera's sensor captures a continuous scene as a series of discrete points, potentially leading to misrepresentation of the original signal."", 'D. By showing how low-frequency sounds can create the illusion of higher-pitched tones.']"	Multilingual	Information Synopsis	./subtitle/I48vtTxdaeQ.srt	"How does the video demonstrate the concept of ""aliasing"" in relation to the formation of moiré?"	C	C	1.0
1787	I48vtTxdaeQ	./video/I48vtTxdaeQ.mp4	medium	Multilingual	"['A. Screen Technology: Choosing an LED screen with a higher resolution and smaller pixel pitch to increase the spatial frequency of the displayed content.', ""B. Camera Placement: Positioning the camera at a distance and angle where the spatial frequency of the screen's pixels is significantly different from the camera sensor's sampling frequency."", 'C. Camera Settings: Using a camera with a high frame rate to avoid temporal aliasing and adjusting the aperture and focus to potentially blur any moiré patterns.', 'D. All of the above factors are important considerations for minimizing moiré in this scenario.']"	Multilingual	Object Reasoning	./subtitle/I48vtTxdaeQ.srt	Imagine you are a videographer tasked with filming a corporate presentation that will involve displaying detailed graphs and charts on a large LED screen. What factors would you consider to minimize the risk of moiré during the recording?	D	D	1.0
1788	5R64pAPUZmk	./video/5R64pAPUZmk.mp4	medium	Multilingual	['A. A mirror.', 'B. A book.', 'C. A paper.', 'D. A card.']	Multilingual	Object Recognition	./subtitle/5R64pAPUZmk.srt	What does the girl take out from the envelop?	D	D	1.0
1789	5R64pAPUZmk	./video/5R64pAPUZmk.mp4	medium	Multilingual	['A. Identify herself.', 'B. Buy food.', 'C. Start elevator.', 'D. Take money from bank.']	Multilingual	Action Recognition	./subtitle/5R64pAPUZmk.srt	What is the usage of the thing that the girl take out from envelop?	C	A	0.0
1790	5R64pAPUZmk	./video/5R64pAPUZmk.mp4	medium	Multilingual	['A. Seagull.', 'B. Whale.', 'C. Turtle.', 'D. Horse.']	Multilingual	Object Recognition	./subtitle/5R64pAPUZmk.srt	What is the animal flying in sky?	B	B	1.0
1791	fFYNmVb3NCQ	./video/fFYNmVb3NCQ.mp4	medium	Multilingual	"['A. The exchange and collision of Silla culture and Goryeo culture.', 'B. How the Silla people integrated into the dynasty established by the Koryo people.', ""C. Silla people's different attitudes towards Koryo people."", 'D. The exchange of culture and the reaction of Silla people after the establishment of Koryo dynasty.']"	Multilingual	Information Synopsis	./subtitle/fFYNmVb3NCQ.srt	What is the main idea of the video?	D	D	1.0
1792	fFYNmVb3NCQ	./video/fFYNmVb3NCQ.mp4	medium	Multilingual	"[""A. King Gyeongsun's tombstone is the last tombstone of the Silla Dynasty."", 'B. Prince Mai became the leader of the Jurchens.', 'C. Hanboga and Prince Mai are the same person.', ""D. Rice cakes will grow everywhere on New Year's Eve.""]"	Multilingual	Object Reasoning	./subtitle/fFYNmVb3NCQ.srt	Which of the following statements is a fact?	A	C	0.0
1793	fFYNmVb3NCQ	./video/fFYNmVb3NCQ.mp4	medium	Multilingual	['A. Nature photography.', 'B. History book.', 'C. TV drama.', 'D. Photo token in Koryo dynasty.']	Multilingual	Spatial Reasoning	./subtitle/fFYNmVb3NCQ.srt	Where may the images in the video mainly come from(except for map)?	C	C	1.0
1794	0JjgoicpYkU	./video/0JjgoicpYkU.mp4	medium	Multilingual	['A. 8:24.', 'B. 9:24.', 'C. 6:24.', 'D. Not mentioned in the video.']	Multilingual	OCR Problems	./subtitle/0JjgoicpYkU.srt	What time did the heroine in the video turn off her alarm clock?	B	C	0.0
1795	0JjgoicpYkU	./video/0JjgoicpYkU.mp4	medium	Multilingual	['A. ②①③④.', 'B. ②④③①.', 'C. ②③①④.', 'D. ③②①④.']	Multilingual	Temporal Reasoning	./subtitle/0JjgoicpYkU.srt	"Which of the following options correctly sorts the events of the following heroines in chronological order?
① Study
② Make the bed
③ Eat breakfast
④ Exercise at home"	C	A	0.0
1796	0JjgoicpYkU	./video/0JjgoicpYkU.mp4	medium	Multilingual	['A. 11550 rubles.', 'B. 16500 rubles.', 'C. 4950 rubles.', 'D. 21,450 rubles.']	Multilingual	OCR Problems	./subtitle/0JjgoicpYkU.srt	How much money can you save by purchasing the course through the link and promo code shared by the heroine in the video?	A	A	1.0
1797	91fi6egFsyA	./video/91fi6egFsyA.mp4	medium	Multilingual	['A. Diamante.', 'B. Carola Ordenes.', 'C. Amina.', 'D. Ghizlane.']	Multilingual	Object Recognition	./subtitle/91fi6egFsyA.srt	Which woman works as a chef?	A	A	1.0
1798	91fi6egFsyA	./video/91fi6egFsyA.mp4	medium	Multilingual	['A. Difficulty in obtaining residence permits.', 'B. Lack of job opportunities.', 'C. High taxes.', 'D. Cannot be determined.']	Multilingual	Information Synopsis	./subtitle/91fi6egFsyA.srt	What aspect of Italy does Carola Ordenes dislike?	C	C	1.0
1799	91fi6egFsyA	./video/91fi6egFsyA.mp4	medium	Multilingual	['A. Morocco.', 'B. Chile.', 'C. Lithuania.', 'D. Italy.']	Multilingual	Attribute Perception	./subtitle/91fi6egFsyA.srt	Which of the following is not the home country of the four women in the video?	D	D	1.0
1800	TGom0uiW130	./video/TGom0uiW130.mp4	long	Knowledge	['A. Planes invented by the Wright Brothers.', 'B. The structural difference between the planes created by Whitehead and planes created by the Wright Brothers.', 'C. Who invented the first plane.', 'D. How Whitehead and the Wright Brothers cooperated to invent the first motorized flight.']	Humanity & History	Information Synopsis	./subtitle/TGom0uiW130.srt	What is the video mainly about?	A	C	0.0
1801	TGom0uiW130	./video/TGom0uiW130.mp4	long	Knowledge	['A. The author.', 'B. Orville Wright.', 'C. The Smithsonian Air and Space Museum.', 'D. John Brown.']	Humanity & History	Object Reasoning	./subtitle/TGom0uiW130.srt	According to the video, which of the folllowing persons or institudes believes that the first motorized flight was invented by Whitehead?	D	D	1.0
1802	TGom0uiW130	./video/TGom0uiW130.mp4	long	Knowledge	"['A. Gustave Whitehead succeeded in his first try of motorized flight.', 'B. Gustave Whitehead developed a passion for flight at a young age.', ""C. The Smithsonian Air and Space Museum claims that there is no enough evidence to support Brown's claims."", 'D. The Wright Brothers made their first successful powered flight in Kitty Hawk.']"	Humanity & History	Attribute Perception	./subtitle/TGom0uiW130.srt	Which of the following statements is not correct according to the video?	A	A	1.0
1803	w0Wmc8C0Eq0	./video/w0Wmc8C0Eq0.mp4	long	Knowledge	['A. Prince Dmitri Donskoi defeated the Mongols at the Battle of Kulikovo Field in 1380.', 'B. Before 2000BC, the Russia is inhabited by nomadic tribes and Bronze Age Culture.', 'C. The Grand Principality of Moscow emerged as a powerful rival to the Golden Horde.', 'D. We can guess nomadic tribes and Bronze Age Culture by the murals.']	Humanity & History	Action Reasoning	./subtitle/w0Wmc8C0Eq0.srt	Which of the following statements is not correct according to the video?	D	A	0.0
1804	w0Wmc8C0Eq0	./video/w0Wmc8C0Eq0.mp4	long	Knowledge	['A. The fall of Teutonic Knights.', 'B. The Zemsky Sobor elected Mikhail Romanov as Tsar.', 'C. Catherine the Great ascends the throne.', 'D. Peter the Great transformed Russia into a modern European power.']	Humanity & History	Temporal Reasoning	./subtitle/w0Wmc8C0Eq0.srt	According to what is shown in the video, which of the following events happened before 1613?	A	A	1.0
