task_type	prefix	duration	video	question	answer	candidates	index	prediction
count	video/4_count	520.04	count_94.mp4	In this video, how many instances are there of the 'playing harp' action scene in total?	4	['4', '2', '3', '1']	1316	(B) 2
count	video/4_count	460.05000000000007	count_93.mp4	In this video, how many times does the scene of the 'playing harp' action appear in total?	1	['0', '1', '3', '2']	1317	(B) 1
count	video/4_count	500.04	count_92.mp4	In this video, how many instances are there of the 'playing harp' action scene in total?	5	['3', '2', '5', '6']	1318	(B) 2
count	video/4_count	530.04	count_91.mp4	In this video, how many instances are there of the 'playing harp' action scene in total?	5	['6', '5', '0', '2']	1319	(D) 2
count	video/4_count	520.05	count_109.mp4	In this video, how many times does the scene of the 'carving pumpkin' action appear in total?	4	['4', '0', '1', '3']	1320	(D) 3
count	video/4_count	530.02	count_90.mp4	In this video, how many instances are there of the 'playing harp' action scene in total?	5	['6', '5', '2', '1']	1321	(C) 2
count	video/4_count	645.04	count_222.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'cooking sausages' action	4	['5', '3', '0', '4']	1322	(B) 3
count	video/4_count	470.02	count_116.mp4	In this video, how many times does the scene of the 'stomping grapes' action appear in total?	2	['3', '2', '0', '5']	1323	(B) 2
count	video/4_count	496.97	count_123.mp4	In this video, how many instances are there of the 'playing trombone' action scene in total?	5	['0', '5', '4', '2']	1324	(D) 2
count	video/4_count	469.33	count_59.mp4	In this video, how many times does the scene of the 'milking cow' action appear in total?	2	['2', '1', '3', '5']	1325	(A) 2
count	video/4_count	1395.94	count_58.mp4	In this video, how many instances are there of the 'milking cow' action scene in total?	4	['2', '3', '5', '4']	1326	(A) 2
count	video/4_count	489.34	count_57.mp4	In this video, how many times does the scene of the 'milking cow' action appear in total?	4	['3', '5', '4', '6']	1327	(C) 4
count	video/4_count	862.99	count_56.mp4	In this video, how many times does the scene of the 'milking cow' action appear in total?	1	['3', '1', '4', '2']	1328	(D) 2
count	video/4_count	460.01	count_105.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'carving pumpkin' action	1	['5', '6', '3', '1']	1329	(C) 3
count	video/4_count	460.05	count_55.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'milking cow' action	1	['1', '3', '4', '0']	1330	(A) 1
count	video/4_count	510.01	count_54.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'milking cow' action	3	['3', '1', '2', '5']	1331	(C) 2
count	video/4_count	470.14	count_130.mp4	In this video, how many instances are there of the 'making jewelry' action scene in total?	2	['1', '6', '3', '2']	1332	(D) 2
count	video/4_count	490.02	count_53.mp4	In this video, how many times does the scene of the 'milking cow' action appear in total?	4	['3', '0', '5', '4']	1333	(A) 3
count	video/4_count	573.29	count_52.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'milking cow' action	2	['0', '1', '2', '6']	1334	(B) 1
count	video/4_count	499.3	count_51.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'milking cow' action	5	['2', '4', '0', '5']	1335	(B) 4
count	video/4_count	490.0	count_189.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'paragliding' action	1	['2', '5', '6', '1']	1336	(A) 2
count	video/4_count	490.02	count_50.mp4	In this video, how many times does the scene of the 'milking cow' action appear in total?	4	['0', '6', '4', '1']	1337	(B) 6
count	video/4_count	799.03	count_200.mp4	In this video, how many times does the scene of the 'playing trombone' action appear in total?	1	['3', '1', '5', '0']	1338	(B) 1
count	video/4_count	476.95	count_122.mp4	In this video, how many instances are there of the 'playing trombone' action scene in total?	3	['4', '3', '6', '5']	1339	(B) 3
count	video/4_count	480.15	count_196.mp4	In this video, how many instances are there of the 'baking cookies' action scene in total?	3	['3', '4', '1', '0']	1340	(C) 1
count	video/4_count	490.11	count_178.mp4	In this video, how many times does the scene of the 'zumba' action appear in total?	4	['1', '6', '4', '0']	1341	(C) 4
count	video/4_count	460.01	count_111.mp4	In this video, how many instances are there of the 'stomping grapes' action scene in total?	1	['6', '0', '3', '1']	1342	(B) 0
count	video/4_count	894.3299999999999	count_185.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'paragliding' action	5	['4', '0', '5', '6']	1343	(A) 4
count	video/4_count	469.55	count_0.mp4	In this video, how many instances are there of the 'abseiling' action scene in total?	2	['1', '6', '2', '4']	1344	(C) 2
count	video/4_count	470.02	count_89.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'jetskiing' action	2	['6', '5', '0', '2']	1345	(D) 2
count	video/4_count	525.05	count_88.mp4	In this video, how many instances are there of the 'jetskiing' action scene in total?	5	['0', '5', '4', '1']	1346	(C) 4
count	video/4_count	490.0299999999999	count_192.mp4	In this video, how many times does the scene of the 'baking cookies' action appear in total?	4	['6', '5', '4', '1']	1347	(D) 1
count	video/4_count	530.05	count_87.mp4	In this video, how many times does the scene of the 'jetskiing' action appear in total?	5	['5', '4', '1', '3']	1348	(B) 4
count	video/4_count	510.03	count_86.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'jetskiing' action	3	['4', '3', '0', '6']	1349	(B) 3
count	video/4_count	1506.07	count_177.mp4	In this video, how many times does the scene of the 'zumba' action appear in total?	1	['2', '1', '0', '3']	1350	(B) 1
count	video/4_count	490.08	count_85.mp4	In this video, how many times does the scene of the 'jetskiing' action appear in total?	4	['5', '4', '6', '0']	1351	(B) 4
count	video/4_count	460.01	count_100.mp4	In this video, how many instances are there of the 'carving pumpkin' action scene in total?	1	['3', '4', '1', '5']	1352	(C) 1
count	video/4_count	530.05	count_84.mp4	In this video, how many instances are there of the 'jetskiing' action scene in total?	5	['6', '1', '5', '3']	1353	(C) 5
count	video/4_count	495.05	count_83.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'jetskiing' action	5	['0', '4', '5', '6']	1354	(C) 5
count	video/4_count	480.03	count_82.mp4	In this video, how many times does the scene of the 'jetskiing' action appear in total?	3	['5', '0', '2', '3']	1355	(C) 2
count	video/4_count	470.01	count_159.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'shredding paper' action	2	['6', '5', '0', '2']	1356	(C) 0
count	video/4_count	470.02	count_81.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'jetskiing' action	2	['0', '2', '4', '3']	1357	(A) 0
count	video/4_count	500.05	count_80.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'jetskiing' action	5	['5', '2', '3', '4']	1358	(A) 5
count	video/4_count	470.02	count_184.mp4	In this video, how many instances are there of the 'paragliding' action scene in total?	2	['4', '5', '2', '6']	1359	(C) 2
count	video/4_count	490.04	count_166.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'cooking sausages' action	4	['1', '0', '4', '3']	1360	(D) 3
count	video/4_count	6980.260000000001	count_229.mp4	In this video, how many instances are there of the 'zumba' action scene in total?	4	['4', '5', '6', '3']	1361	(A) 4
count	video/4_count	520.03	count_191.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'baking cookies' action	4	['2', '1', '4', '5']	1362	(A) 2
count	video/4_count	460.01	count_148.mp4	In this video, how many instances are there of the 'javelin throw' action scene in total?	1	['0', '2', '5', '1']	1363	(D) 1
count	video/4_count	480.03	count_6.mp4	In this video, how many times does the scene of the 'abseiling' action appear in total?	3	['4', '5', '3', '1']	1364	(C) 3
count	video/4_count	460.61	count_173.mp4	In this video, how many times does the scene of the 'zumba' action appear in total?	2	['4', '0', '2', '3']	1365	(C) 2
count	video/4_count	660.04	count_236.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'baking cookies' action	2	['2', '5', '6', '3']	1366	(A) 2
count	video/4_count	486.76	count_49.mp4	In this video, how many instances are there of the 'riding mule' action scene in total?	1	['2', '1', '3', '5']	1367	(B) 1
count	video/4_count	906.9	count_1.mp4	In this video, how many times does the scene of the 'abseiling' action appear in total?	3	['3', '2', '5', '1']	1368	(B) 2
count	video/4_count	470.1	count_48.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'riding mule' action	2	['2', '6', '3', '1']	1369	(A) 2
count	video/4_count	460.14	count_47.mp4	In this video, how many times does the scene of the 'riding mule' action appear in total?	1	['2', '6', '1', '5']	1370	(C) 1
count	video/4_count	1546.17	count_155.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'shredding paper' action	5	['2', '6', '0', '5']	1371	(A) 2
count	video/4_count	500.02	count_46.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'riding mule' action	2	['6', '1', '2', '5']	1372	(C) 2
count	video/4_count	504.06	count_218.mp4	In this video, how many instances are there of the 'shredding paper' action scene in total?	4	['1', '4', '6', '0']	1373	(B) 4
count	video/4_count	500.02	count_45.mp4	In this video, how many instances are there of the 'riding mule' action scene in total?	2	['4', '2', '5', '1']	1374	(B) 2
count	video/4_count	460.0100000000001	count_180.mp4	In this video, how many times does the scene of the 'paragliding' action appear in total?	1	['1', '5', '3', '2']	1375	(A) 1
count	video/4_count	526.8	count_44.mp4	In this video, how many instances are there of the 'riding mule' action scene in total?	5	['1', '2', '5', '6']	1376	(B) 2
count	video/4_count	496.82	count_43.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'riding mule' action	5	['4', '5', '1', '6']	1377	(A) 4
count	video/4_count	500.02	count_41.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'riding mule' action	2	['5', '0', '2', '1']	1378	(C) 2
count	video/4_count	470.02	count_162.mp4	In this video, how many instances are there of the 'cooking sausages' action scene in total?	2	['2', '6', '3', '1']	1379	(A) 2
count	video/4_count	605.9599999999999	count_40.mp4	In this video, how many instances are there of the 'riding mule' action scene in total?	4	['3', '1', '4', '2']	1380	(D) 2
count	video/4_count	348.04	count_225.mp4	In this video, how many instances are there of the 'zumba' action scene in total?	3	['3', '2', '0', '5']	1381	(B) 2
count	video/4_count	472.23	count_147.mp4	In this video, how many times does the scene of the 'javelin throw' action appear in total?	3	['6', '5', '3', '0']	1382	(C) 3
count	video/4_count	480.05	count_129.mp4	In this video, how many instances are there of the 'playing trombone' action scene in total?	3	['4', '1', '3', '5']	1383	(C) 3
count	video/4_count	490.04	count_154.mp4	In this video, how many times does the scene of the 'shredding paper' action appear in total?	4	['5', '4', '0', '2']	1384	(D) 2
count	video/4_count	480.02	count_136.mp4	In this video, how many times does the scene of the 'making jewelry' action appear in total?	3	['5', '3', '2', '0']	1385	(C) 2
count	video/4_count	475.75000000000006	count_2.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'abseiling' action	3	['6', '3', '5', '0']	1386	(B) 3
count	video/4_count	470.02	count_161.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'cooking sausages' action	2	['0', '2', '1', '3']	1387	(C) 1
count	video/4_count	631.04	count_224.mp4	In this video, how many instances are there of the 'cooking sausages' action scene in total?	2	['1', '5', '2', '4']	1388	(C) 2
count	video/4_count	469.07	count_143.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'javelin throw' action	2	['2', '6', '3', '4']	1389	(A) 2
count	video/4_count	491.03	count_231.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'paragliding' action	1	['2', '4', '1', '6']	1390	(C) 1
count	video/4_count	500.03	count_125.mp4	In this video, how many times does the scene of the 'playing trombone' action appear in total?	5	['2', '0', '5', '1']	1391	(A) 2
count	video/4_count	470.0	count_150.mp4	In this video, how many times does the scene of the 'shredding paper' action appear in total?	2	['4', '3', '2', '0']	1392	(D) 0
count	video/4_count	377.12	count_213.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'javelin throw' action	5	['5', '1', '3', '6']	1393	(C) 3
count	video/4_count	470.01	count_117.mp4	In this video, how many instances are there of the 'stomping grapes' action scene in total?	2	['1', '3', '4', '2']	1394	(A) 1
count	video/4_count	793.05	count_220.mp4	In this video, how many times does the scene of the 'cooking sausages' action appear in total?	3	['2', '4', '6', '3']	1395	(A) 2
count	video/4_count	525.3199999999999	count_8.mp4	In this video, how many instances are there of the 'abseiling' action scene in total?	5	['2', '3', '4', '5']	1396	(B) 3
count	video/4_count	500.08	count_124.mp4	In this video, how many instances are there of the 'playing trombone' action scene in total?	5	['0', '6', '5', '3']	1397	(D) 3
count	video/4_count	490.03	count_198.mp4	In this video, how many times does the scene of the 'baking cookies' action appear in total?	4	['4', '2', '5', '1']	1398	(B) 2
count	video/4_count	490.04	count_106.mp4	In this video, how many instances are there of the 'carving pumpkin' action scene in total?	4	['5', '6', '0', '4']	1399	(D) 4
count	video/4_count	477.58	count_38.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'water sliding' action	3	['3', '6', '5', '4']	1400	(A) 3
count	video/4_count	460.01	count_37.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'water sliding' action	1	['3', '1', '4', '6']	1401	(B) 1
count	video/4_count	505.96	count_36.mp4	In this video, how many instances are there of the 'water sliding' action scene in total?	3	['3', '2', '4', '6']	1402	(B) 2
count	video/4_count	497.57	count_35.mp4	In this video, how many times does the scene of the 'water sliding' action appear in total?	2	['4', '5', '2', '6']	1403	(C) 2
count	video/4_count	482.26	count_34.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'water sliding' action	4	['1', '4', '6', '0']	1404	(B) 4
count	video/4_count	470.01	count_113.mp4	In this video, how many times does the scene of the 'stomping grapes' action appear in total?	2	['2', '1', '3', '0']	1405	(A) 2
count	video/4_count	460.0	count_33.mp4	In this video, how many instances are there of the 'water sliding' action scene in total?	1	['1', '0', '5', '3']	1406	(A) 1
count	video/4_count	513.6100000000001	count_32.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'water sliding' action	5	['5', '0', '6', '3']	1407	(C) 6
count	video/4_count	495.41	count_31.mp4	In this video, how many instances are there of the 'water sliding' action scene in total?	2	['2', '5', '1', '0']	1408	(A) 2
count	video/4_count	7125.52	count_201.mp4	In this video, how many instances are there of the 'playing trombone' action scene in total?	2	['4', '2', '3', '5']	1409	(B) 2
count	video/4_count	1379.97	count_30.mp4	In this video, how many instances are there of the 'water sliding' action scene in total?	3	['4', '0', '2', '3']	1410	(C) 2
count	video/4_count	530.04	count_197.mp4	In this video, how many instances are there of the 'baking cookies' action scene in total?	5	['4', '0', '3', '5']	1411	(C) 3
count	video/4_count	460.14	count_120.mp4	In this video, how many instances are there of the 'playing trombone' action scene in total?	1	['2', '4', '3', '1']	1412	(D) 1
count	video/4_count	470.03	count_9.mp4	In this video, how many times does the scene of the 'abseiling' action appear in total?	2	['1', '4', '2', '6']	1413	(C) 2
count	video/4_count	894.67	count_179.mp4	In this video, how many times does the scene of the 'zumba' action appear in total?	4	['4', '6', '3', '5']	1414	(B) 6
count	video/4_count	1374.63	count_4.mp4	In this video, how many instances are there of the 'abseiling' action scene in total?	2	['2', '0', '5', '3']	1415	(A) 2
count	video/4_count	480.02	count_112.mp4	In this video, how many times does the scene of the 'stomping grapes' action appear in total?	3	['3', '0', '1', '5']	1416	(C) 1
count	video/4_count	510.03	count_186.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'paragliding' action	3	['1', '0', '2', '3']	1417	(C) 2
count	video/4_count	510.03	count_168.mp4	In this video, how many instances are there of the 'cooking sausages' action scene in total?	3	['4', '6', '3', '5']	1418	(C) 3
count	video/4_count	460.12	count_193.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'baking cookies' action	1	['3', '4', '1', '0']	1419	(C) 1
count	video/4_count	490.01	count_101.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'carving pumpkin' action	1	['4', '6', '5', '1']	1420	(D) 1
count	video/4_count	874.65	count_175.mp4	In this video, how many instances are there of the 'zumba' action scene in total?	2	['4', '3', '0', '2']	1421	(C) 0
count	video/4_count	365.04	count_238.mp4	In this video, how many instances are there of the 'baking cookies' action scene in total?	3	['5', '1', '4', '3']	1422	(B) 1
count	video/4_count	480.06000000000006	count_182.mp4	In this video, how many instances are there of the 'paragliding' action scene in total?	3	['3', '1', '5', '4']	1423	(A) 3
count	video/4_count	479.6	count_5.mp4	In this video, how many times does the scene of the 'abseiling' action appear in total?	3	['3', '0', '4', '2']	1424	(D) 2
count	video/4_count	470.0999999999999	count_167.mp4	In this video, how many times does the scene of the 'cooking sausages' action appear in total?	2	['3', '2', '1', '6']	1425	(B) 2
count	video/4_count	499.1	count_149.mp4	In this video, how many times does the scene of the 'javelin throw' action appear in total?	5	['2', '1', '5', '3']	1426	(A) 2
count	video/4_count	772.03	count_237.mp4	In this video, how many instances are there of the 'baking cookies' action scene in total?	1	['1', '5', '6', '2']	1427	(A) 1
count	video/4_count	480.16	count_156.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'shredding paper' action	3	['5', '4', '2', '3']	1428	(C) 2
count	video/4_count	319.04	count_219.mp4	In this video, how many instances are there of the 'shredding paper' action scene in total?	3	['2', '6', '0', '3']	1429	(A) 2
count	video/4_count	488.85	count_29.mp4	In this video, how many instances are there of the 'clean and jerk' action scene in total?	1	['5', '1', '4', '3']	1430	(B) 1
count	video/4_count	492.86	count_28.mp4	In this video, how many instances are there of the 'clean and jerk' action scene in total?	2	['3', '1', '6', '2']	1431	(D) 2
count	video/4_count	500.05	count_181.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'paragliding' action	5	['4', '5', '0', '2']	1432	(B) 5
count	video/4_count	460.01	count_27.mp4	In this video, how many instances are there of the 'clean and jerk' action scene in total?	1	['1', '4', '0', '6']	1433	(A) 1
count	video/4_count	1384.59	count_26.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'clean and jerk' action	3	['6', '3', '5', '0']	1434	(C) 5
count	video/4_count	500.18	count_138.mp4	In this video, how many times does the scene of the 'making jewelry' action appear in total?	5	['4', '5', '2', '6']	1435	(A) 4
count	video/4_count	476.73	count_25.mp4	In this video, how many times does the scene of the 'clean and jerk' action appear in total?	3	['1', '6', '3', '4']	1436	(C) 3
count	video/4_count	495.59	count_24.mp4	In this video, how many times does the scene of the 'clean and jerk' action appear in total?	5	['2', '1', '0', '5']	1437	(A) 2
count	video/4_count	480.02	count_163.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'cooking sausages' action	3	['5', '2', '3', '0']	1438	(B) 2
count	video/4_count	7044.06	count_226.mp4	In this video, how many instances are there of the 'zumba' action scene in total?	1	['2', '4', '5', '1']	1439	(A) 2
count	video/4_count	886.09	count_23.mp4	In this video, how many times does the scene of the 'clean and jerk' action appear in total?	3	['4', '2', '6', '3']	1440	(A) 4
count	video/4_count	470.01	count_22.mp4	In this video, how many times does the scene of the 'clean and jerk' action appear in total?	2	['6', '1', '2', '0']	1441	(C) 2
count	video/4_count	460.14	count_145.mp4	In this video, how many times does the scene of the 'javelin throw' action appear in total?	1	['1', '0', '4', '6']	1442	(A) 1
count	video/4_count	1365.4	count_20.mp4	In this video, how many times does the scene of the 'clean and jerk' action appear in total?	1	['1', '2', '5', '0']	1443	(B) 2
count	video/4_count	234.03	count_208.mp4	In this video, how many instances are there of the 'making jewelry' action scene in total?	2	['2', '3', '4', '0']	1444	(A) 2
count	video/4_count	500.12	count_170.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'zumba' action	5	['5', '4', '1', '2']	1445	(B) 4
count	video/4_count	646.04	count_233.mp4	Throughout this video, what is the total count of occurrences for the scene featuring the 'paragliding' action	2	['2', '0', '4', '1']	1446	(D) 1
count	video/4_count	480.06	count_152.mp4	In this video, how many instances are there of the 'shredding paper' action scene in total?	3	['3', '5', '2', '0']	1447	(C) 2
count	video/4_count	500.02	count_137.mp4	In this video, how many times does the scene of the 'making jewelry' action appear in total?	2	['1', '2', '6', '3']	1448	(B) 2
count	video/4_count	500.01	count_119.mp4	In this video, how many instances are there of the 'stomping grapes' action scene in total?	5	['2', '5', '4', '3']	1449	(A) 2
count	video/4_count	528.2	count_144.mp4	In this video, how many instances are there of the 'javelin throw' action scene in total?	5	['5', '3', '2', '4']	1450	(C) 2
count	video/4_count	6407.330000000001	count_232.mp4	In this video, how many times does the scene of the 'paragliding' action appear in total?	4	['3', '4', '1', '6']	1451	(C) 1
order	video/5_order	665.3399999999999	order_126.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.	1->2->3->4	['2->1->3->4', '3->2->1->4', '4->3->2->1', '1->2->3->4']	1452	(B) 3->2->1->4
order	video/5_order	7590.67	order_151.mp4	"Arrange the following events from the video in the correct chronological order: (1)The woman starts working on her nails using bottles from a box next to her; (2)The words ""Love Food & Money with Angie Greenup"" appears on screen; (3)Her twitter handle and subscribe screen are shown while she holds her dogs; (4)The woman speaks to the camera from her living room while her dogs play fight behind her."	2->4->1->3	['2->4->1->3', '2->1->4->3', '4->2->1->3', '1->2->4->3']	1453	(C) 4->2->1->3
order	video/5_order	485.77	order_214.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	abseiling --> making jewelry --> milking cow --> cleaning toilet	['abseiling --> making jewelry --> milking cow --> cleaning toilet', 'making jewelry --> abseiling --> cleaning toilet --> milking cow', 'milking cow --> cleaning toilet --> abseiling --> making jewelry', 'cleaning toilet --> milking cow --> abseiling --> making jewelry']	1454	(D) cleaning toilet --> milking cow --> abseiling --> making jewelry
order	video/5_order	511.25	order_288.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	javelin throw --> water sliding --> abseiling --> making jewelry	['water sliding --> making jewelry --> abseiling --> javelin throw', 'abseiling --> water sliding --> javelin throw --> making jewelry', 'javelin throw --> water sliding --> abseiling --> making jewelry', 'water sliding --> javelin throw --> abseiling --> making jewelry']	1455	(D) water sliding --> javelin throw --> abseiling --> making jewelry
order	video/5_order	667.7199999999999	order_108.mp4	Arrange the following events from the video in the correct chronological order: (1)Water is added to the cup and more limes are squeezed in by hand; (2)The small bowls of salt are arranged and limes are sliced in halves; (3)The cup is stirred with more water and a set of cups filled with the refreshment are seen; (4)The limes are juiced into a cup using a hand held press.	2->4->1->3	['2->4->1->3', '4->2->1->3', '2->1->4->3', '1->2->4->3']	1456	(C) 2->1->4->3
order	video/5_order	490.06	order_302.mp4	Can you tell me which option represents the actual order of actions shown in the video?	stomping grapes --> playing trombone --> baking cookies --> javelin throw	['javelin throw --> stomping grapes --> baking cookies --> playing trombone', 'playing trombone --> baking cookies --> stomping grapes --> javelin throw', 'javelin throw --> stomping grapes --> playing trombone --> baking cookies', 'stomping grapes --> playing trombone --> baking cookies --> javelin throw']	1457	(D) stomping grapes --> playing trombone --> baking cookies --> javelin throw
order	video/5_order	1734.55	order_133.mp4	Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums.	2->4->1->3	['2->4->1->3', '4->2->1->3', '2->1->4->3', '1->2->3->4']	1458	(C) 2->1->4->3
order	video/5_order	637.64	order_221.mp4	Can you tell me which option represents the actual order of actions shown in the video?	jetskiing --> shredding paper --> zumba --> tossing coin	['jetskiing --> tossing coin --> shredding paper --> zumba', 'zumba --> tossing coin --> jetskiing --> shredding paper', 'jetskiing --> shredding paper --> zumba --> tossing coin', 'zumba --> tossing coin --> shredding paper --> jetskiing']	1459	(C) jetskiing --> shredding paper --> zumba --> tossing coin
order	video/5_order	519.0899999999999	order_295.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	playing harp --> javelin throw --> paragliding --> carving pumpkin	['paragliding --> javelin throw --> playing harp --> carving pumpkin', 'javelin throw --> playing harp --> paragliding --> carving pumpkin', 'javelin throw --> playing harp --> carving pumpkin --> paragliding', 'playing harp --> javelin throw --> paragliding --> carving pumpkin']	1460	(D) playing harp --> javelin throw --> paragliding --> carving
order	video/5_order	706.6700000000001	order_115.mp4	Arrange the following events from the video in the correct chronological order: (1)A lady in black reads names a man hands her and passes out prize buckets to the kids; (2)A group of kids is building a moat filled with water around a sand castle; (3)We see an opening title screen; (4)We see kids across the beach working on their castles in the wet sand.	3->2->4->1	['3->2->4->1', '4->1->2->3', '2->3->1->4', '1->4->2->3']	1461	(A) 3->2->4->1
order	video/5_order	6191.46	order_140.mp4	Arrange the following events from the video in the correct chronological order: (1)People crash into the bottom of a bridge; (2)People are sitting on a raft going down a river; (3)People are walking across the water and down a trail; (4)People are carrying their raft and get into a van.	2->1->3->4	['1->2->3->4', '2->1->3->4', '2->3->1->4', '1->3->2->4']	1462	(C) 2->3->1->4
order	video/5_order	1225.45	order_79.mp4	Arrange the following events from the video in the correct chronological order: (1)The man melts the wax with the tool and wipes the ski; (2)The man adds a substance from a jug to the ski and wipes it with a paper towel; (3)The man exchanges skis and waxes the second one with the tool; (4)The man then scrapes the wax off the ski and uses a different tools and paper towel on the ski.	2->1->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1463	(C) 1->2->3->4
order	video/5_order	490.01	order_203.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	riding mule --> milking cow --> stomping grapes --> playing trombone	['playing trombone --> milking cow --> stomping grapes --> riding mule', 'stomping grapes --> riding mule --> playing trombone --> milking cow', 'playing trombone --> stomping grapes --> milking cow --> riding mule', 'riding mule --> milking cow --> stomping grapes --> playing trombone']	1464	(D) riding mule --> milking cow --> stomping grapes --> playing trom
order	video/5_order	2241.51	order_78.mp4	Arrange the following events from the video in the correct chronological order: (1)The man melts the wax with the tool and wipes the ski; (2)The man adds a substance from a jug to the ski and wipes it with a paper towel; (3)The man exchanges skis and waxes the second one with the tool; (4)The man then scrapes the wax off the ski and uses a different tools and paper towel on the ski.	2->1->3->4	['4->3->2->1', '1->2->3->4', '3->2->1->4', '2->1->3->4']	1465	The correct chronological order of the events is: (2) The man adds a
order	video/5_order	688.89	order_77.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman begins ripping the wrapping paper with her hands; (2)Woman sets the box on top of the wrapping paper and begins wrapping the box; (3)Woman lifts up a box and sets it on the table; (4)Woman grabs a pair of scissors and tape.	3->4->1->2	['1->2->3->4', '4->3->2->1', '2->1->3->4', '3->4->1->2']	1466	(B) 4->3->2->1
order	video/5_order	1093.34	order_76.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman begins ripping the wrapping paper with her hands; (2)Woman sets the box on top of the wrapping paper and begins wrapping the box; (3)Woman lifts up a box and sets it on the table; (4)Woman grabs a pair of scissors and tape.	3->4->1->2	['2->1->3->4', '1->2->3->4', '3->4->1->2', '4->3->2->1']	1467	(C) 3->4->1->2
order	video/5_order	688.89	order_75.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman begins ripping the wrapping paper with her hands; (2)Woman sets the box on top of the wrapping paper and begins wrapping the box; (3)Woman lifts up a box and sets it on the table; (4)Woman grabs a pair of scissors and tape.	3->4->1->2	['3->4->1->2', '4->3->2->1', '1->2->3->4', '2->1->3->4']	1468	(A) 3->4->1->2
order	video/5_order	684.15	order_74.mp4	Arrange the following events from the video in the correct chronological order: (1)A shirtless man lifts a ball onto one shoulder; (2)A series of tug of war matches are shown; (3)A third man flips a heavy tire; (4)Individuals are shown exercising with weights, kegs, or tires in a parking lot.	1->3->4->2	['1->2->3->4', '2->1->3->4', '3->1->2->4', '1->3->4->2']	1469	(D) 1->3->4->2
order	video/5_order	490.04	order_287.mp4	Can you tell me which option represents the actual order of actions shown in the video?	zumba --> javelin throw --> riding mule --> water sliding	['zumba --> javelin throw --> riding mule --> water sliding', 'riding mule --> zumba --> javelin throw --> water sliding', 'riding mule --> javelin throw --> water sliding --> zumba', 'water sliding --> javelin throw --> zumba --> riding mule']	1470	(A) zumba --> javelin throw --> riding mule --> water sliding
