task_type	prefix	duration	video	question	answer	candidates	index	prediction	score
needle	video/2_needle	465.05000000000007	needle_79.mp4	What is painted in the colors of the Poland flag in the video?	The doctor's glasses	"[""The doctor's coat"", ""The doctor's medical mask"", ""The doctor's stethoscope"", ""The doctor's glasses""]"	887	(C) The doctor's stethoscope	0.0
needle	video/2_needle	448.06	needle_57.mp4	Where is the woman working?	In a garment factory	['In a garment factory', 'In a school', 'In a hospital', 'In a restaurant']	789	(A) In a garment factory	1.0
needle	video/2_needle	448.06	needle_57.mp4	What is the woman doing in the garment factory?	She is working on the production line	['She is designing clothes', 'She is selling clothes', 'She is working on the production line', 'She is managing the factory']	860	(C) She is working on the production line	1.0
needle	video/2_needle	471.08	needle_73.mp4	What is the woman doing in the flower shop?	Making a bouquet of fresh flowers	['Making a bouquet of fresh flowers', 'Arranging books', 'Watering the plants', 'Cleaning the shop']	793	(A) Making a bouquet of fresh flowers	1.0
needle	video/2_needle	476.12	needle_0.mp4	What is the backdrop of the basketball in the video?	A bright multi-colored cloudy sky	['A clear blue sky', 'A bright multi-colored cloudy sky', 'A forest', 'A city skyline']	794	(B) A bright multi-colored cloudy sky	1.0
needle	video/2_needle	461.12	needle_8.mp4	What device is the female using for the video call?	Smartphone	['Tablet', 'Laptop', 'Smartphone', 'Desktop computer']	804	(C) Smartphone	0.0
needle	video/2_needle	461.12	needle_8.mp4	From where is the female making the video call?	From her home living room	['From her home living room', 'From her office', 'From her car', 'From a coffee shop']	808	(C) From her car	1.0
needle	video/2_needle	461.12	needle_8.mp4	What is the friend doing in the video call?	Playing with a dog	['Reading a book', 'Playing with a dog', 'Cooking dinner', 'Watching TV']	809	(D) Watching TV	1.0
needle	video/2_needle	461.12	needle_8.mp4	Who is the female chatting with in the video call from her home living room?	Her beautiful friend	['Her boss', 'Her mother', 'Her beautiful friend', 'Her brother']	811	(B) Her mother	0.0
needle	video/2_needle	7369.86	needle_125.mp4	What is the result of the forest fire on the dry grass in the video segment?	The grass is producing smoke and flame	['The grass is being covered in snow', 'The grass is turning green', 'The grass is growing taller', 'The grass is producing smoke and flame']	810	(D) The grass is producing smoke and flame	0.0
needle	video/2_needle	471.23	needle_7.mp4	Where is the woman in the bikini enjoying the summer sun and tanning during her holidays?	In a swimming pool	['At the beach', 'On a sun lounger', 'In a hot tub', 'In a swimming pool']	814	(A) At the beach	1.0
needle	video/2_needle	471.23	needle_7.mp4	What is the woman wearing while enjoying the summer sun and tanning during her holidays in the swimming pool?	A bikini	['A one-piece swimsuit', 'A sarong', 'A sundress', 'A bikini']	816	(A) A one-piece swimsuit	0.0
needle	video/2_needle	471.23	needle_7.mp4	What is the woman in the bikini holding while enjoying her summer holidays in the swimming pool?	A cocktail	['A book', 'A cocktail', 'A towel', 'A beach ball']	817	(D) A beach ball	0.0
needle	video/2_needle	471.23	needle_7.mp4	What is the woman in the bikini doing during her holidays in the swimming pool?	Enjoying the summer sun and tanning	['Enjoying the summer sun and tanning', 'Swimming laps', 'Playing water polo', 'Doing water aerobics']	820	(A) Enjoying the summer sun and tanning	1.0
needle	video/2_needle	424.1	needle_137.mp4	What is the woman doing in the flower shop?	Making a bouquet of fresh flowers	['Cleaning the shop', 'Making a bouquet of fresh flowers', 'Arranging books', 'Watering the plants']	819	(B) Making a bouquet of fresh flowers	1.0
needle	video/2_needle	1372.5	needle_2.mp4	Who is the young attractive hispanic medical doctor discussing health issues with?	A senior patient	['A senior patient', 'A male patient', 'A child patient', 'A colleague']	825	(C) A child patient	0.0
needle	video/2_needle	5487.650000000001	needle_111.mp4	Where are the silhouette fishermen performing their popular activity during the monsoon season?	On the beach	['In a city', 'In a forest', 'On a boat', 'On the beach']	829	(C) On a boat	1.0
needle	video/2_needle	476.65	needle_77.mp4	Where is the chef preparing the dinner?	By the ocean shore on an island	['In a restaurant', 'By the ocean shore on an island', 'In a kitchen', 'In a hotel']	832	(C) In a kitchen	0.0
needle	video/2_needle	471.23	needle_6.mp4	Where is the woman in the bikini enjoying the summer sun and tanning during her holidays?	In a swimming pool	['In a swimming pool', 'On a sun lounger', 'In a hot tub', 'At the beach']	861	(D) At the beach	1.0
needle	video/2_needle	471.23	needle_6.mp4	What is the woman wearing while enjoying the summer sun and tanning during her holidays in the swimming pool?	A bikini	['A sundress', 'A one-piece swimsuit', 'A bikini', 'A sarong']	862	(C) A bikini	1.0
needle	video/2_needle	471.23	needle_6.mp4	What is the woman in the bikini holding while enjoying her summer holidays in the swimming pool?	A cocktail	['A beach ball', 'A cocktail', 'A book', 'A towel']	866	(A) A beach ball	1.0
needle	video/2_needle	471.23	needle_6.mp4	What is the woman in the bikini doing during her holidays in the swimming pool?	Enjoying the summer sun and tanning	['Swimming laps', 'Enjoying the summer sun and tanning', 'Doing water aerobics', 'Playing water polo']	868	(B) Enjoying the summer sun and tanning	1.0
needle	video/2_needle	480.0	needle_5.mp4	What is the man in the black silhouette catching on the lake shore?	A drone quadcopter	['A ball', 'A drone quadcopter', 'A bird', 'A frisbee']	869	(B) A drone quadcopter	0.0
needle	video/2_needle	480.0	needle_5.mp4	What is the man in the black silhouette wearing on the lake shore?	A hood	['A suit', 'A swimsuit', 'A hat', 'A hood']	871	(D) A hood	0.0
needle	video/2_needle	480.0	needle_5.mp4	What season is it when the man in the black silhouette is on the lake shore?	Summer	['Autumn', 'Spring', 'Summer', 'Winter']	874	(C) Summer	0.0
needle	video/2_needle	480.0	needle_5.mp4	What is the man in the black silhouette holding on the lake shore?	A controller	['A beach ball', 'A book', 'A controller', 'A fishing rod']	875	(D) A fishing rod	1.0
needle	video/2_needle	480.0	needle_5.mp4	What is the man in the video doing on the lake shore during the sunny summer?	Catching the drone	['Swimming', 'Sunbathing', 'Launching the drone', 'Catching the drone']	877	(C) Launching the drone	0.0
needle	video/2_needle	461.6	needle_90.mp4	What color are the leaves of the plant shown in the video segment?	Green	['Yellow', 'Green', 'Red', 'Blue']	870	(B) Green	0.0
needle	video/2_needle	6546.93	needle_148.mp4	What is the child doing at home in the video?	Playing game on mobile phone	['Playing game on mobile phone', 'Sleeping', 'Playing with toys', 'Eating']	885	(D) Eating	1.0
needle	video/2_needle	7421.88	needle_133.mp4	What color are the cows eating hay from the stall at the farm outdoors on a summer sunny day?	Black	['Brown', 'Spotted', 'White', 'Black']	889	(C) White	1.0
ego	video/3_ego	408.63333328750014	ego_35.mp4	What did I put in the orange trashcan 	a lemon green sponge	['a lemon green sponge', 'a blue pen', 'a red apple', 'a yellow banana']	894	(A) a lemon green sponge	0.0
ego	video/3_ego	408.63333328750014	ego_35.mp4	Where did I put the leftover pack of dog food	in the fridge	['in the garage', 'in the fridge', 'in the pantry', 'in the car']	998	(C) in the pantry	0.0
ego	video/3_ego	408.63333328750014	ego_35.mp4	Where did I put the blue helmet	on the wall hanger	['on the wall hanger', 'on the kitchen counter', 'under the bed', 'in the closet']	1014	(A) on the wall hanger	0.0
ego	video/3_ego	408.63333328750014	ego_35.mp4	Where was the cat after I put food in the red pet plate	on the back terrace of the house	['on the back terrace of the house', 'in the kitchen', 'under the bed', 'in the living room']	1042	(A) on the back terrace of the house	0.0
ego	video/3_ego	408.63333328750014	ego_35.mp4	What colour was the bottle I pressed	orange	['yellow', 'green', 'orange', 'blue']	1122	(D) blue	1.0
ego	video/3_ego	408.63333328750014	ego_35.mp4	Did I leave the front door open	yes	"['yes', 'no', ""I don't remember"", ""I'm not sure""]"	1158	(B) no	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was my card	in my hand	['under the bed', 'in my pocket', 'in my hand', 'on the table']	895	(C) in my hand	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the pair of skating shoes before I picked them up	on the road side pavement	['in the lost and found department', 'at the ice rink', 'in a shoe store', 'on the road side pavement']	900	(D) on the road side pavement	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the brown wallet	on the brown cabinet top	['next to the brown lamp', 'under the brown sofa', 'on the brown cabinet top', 'in the brown drawer']	904	(C) on the brown cabinet top	0.0
ego	video/3_ego	1200.0	ego_36.mp4	Who did I interact with when I skated	the woman on black sports tight	['the dog running alongside', 'the woman on black sports tight', 'the man in red sneakers', 'the child with a skateboard']	918	(A) the dog running alongside	1.0
ego	video/3_ego	1200.0	ego_36.mp4	How many face masks were on the brown cabinet	3	['10', '3', '1', '5']	987	(C) 1	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where did I put my lemon green wristwatch	on the white table	"[""in the car's glove compartment"", 'in the bedroom closet', 'on the white table', 'in the kitchen drawer']"	994	(C) on the white table	0.0
ego	video/3_ego	1200.0	ego_36.mp4	In what location did I first see the red pair of slippers	at the entrance of my house	['In my bedroom', 'at the entrance of my house', 'In a store', 'At the park']	1004	(B) at the entrance of my house	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the black tape before I picked it up	on the entrance stairs	['on the kitchen counter', 'in the backyard', 'on the entrance stairs', 'under the couch']	1023	(A) on the kitchen counter	0.0
ego	video/3_ego	1200.0	ego_36.mp4	In what location did I first see the orange sticky note	on the monitor of the desktop 	['on the monitor of the desktop ', 'in the bathroom', 'underneath the couch', 'on the refrigerator']	1028	(A) on the monitor of the desktop	0.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the leash before I picked it up	on the front door handle	['on the kitchen counter', 'on the front door handle', 'under the couch', 'in the backyard']	1093	(A) on the kitchen counter	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Did I leave the front door open	Yes	"['No', ""I'm not sure"", 'Yes', ""I don't remember""]"	1119	(A) No	0.0
ego	video/3_ego	1200.0	ego_36.mp4	What colour was the helmet on the bicylce	blue	['red', 'blue', 'white', 'black']	1129	(D) black	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the watch I wore before I picked it up	on the white table	['on the white table', 'in the drawer', 'on the black chair', 'in my pocket']	1136	(D) in my pocket	1.0
ego	video/3_ego	1200.0	ego_36.mp4	What colour was the pair of trainers shoes	blue	['blue', 'black', 'white', 'red']	1140	(A) blue	0.0
ego	video/3_ego	1200.0	ego_36.mp4	Where did I put the white cup	on the white table	['in the sink', 'in the refrigerator', 'on the black table', 'on the white table']	1147	(A) in the sink	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Who did I talk to at the entrance of my house	The woman in the pink top	['The child with the red backpack', 'The dog running across the street', 'The man in the blue hat', 'The woman in the pink top']	1204	(C) The man in the blue hat	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the brown bag	on the floor	['in the closet', 'on the floor', 'on the table', 'under the bed']	1219	(B) on the floor	0.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the yellow bag	on the black cabinet top	['in the red drawer', 'on the black cabinet top', 'under the white chair', 'next to the blue vase']	1230	(D) next to the blue vase	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Where was the dog after I opened the front door	in the lobby	['in the kitchen', 'in the backyard', 'in the living room', 'in the lobby']	1237	(A) in the kitchen	1.0
ego	video/3_ego	1200.0	ego_36.mp4	Did I leave the extension box on	yes	"['no', ""I don't know"", 'yes', 'maybe']"	1242	(A) no	1.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	Where was the oven turntable plate before I picked it up ?	The oven turntable was in the microwave before I picked it up.	['The oven turntable was in the oven before I picked it up.', 'The oven turntable was in the refrigerator before I picked it up.', 'The oven turntable was in the microwave before I picked it up.', 'The oven turntable was in the dishwasher before I picked it up.']	896	(C) The oven turntable was in the microwave before I picked it up.	0.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	Did I close the oven door?	No	"[""I don't know"", 'Maybe', 'Yes', 'No']"	916	(D) No	1.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	What did I fill in the pink bowl?	Water	['Soup', 'Milk', 'Orange juice', 'Water']	995	(D) Water	0.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	Where was the plate after I putting a bread slice on it ?	the plate was in the cabinet before i put a bread slice on it.	['the plate was in the cabinet before i put a bread slice on it.', 'the plate was in the refrigerator before i put a bread slice on it.', 'the plate was in the sink before i put a bread slice on it.', 'the plate was on the floor before i put a bread slice on it.']	1035	(C) the plate was in the sink before i put a bread slice on it	0.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	Where was the hand wash ?	The hand wash was in the bathroom	['The hand wash was in the kitchen', 'The hand wash was in the living room', 'The hand wash was in the bathroom', 'The hand wash was in the bedroom']	1141	(A) The hand wash was in the kitchen	0.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	What did I put in the pet bowl ?	I put the small piece of meal in the pet bowl.	['I put a toy in the pet bowl.', 'I put a blanket in the pet bowl.', 'I put water in the pet bowl.', 'I put the small piece of meal in the pet bowl.']	1152	(D) I put the small piece of meal in the pet bowl.	1.0
ego	video/3_ego	480.0333333333334	ego_51.mp4	Where was the Cat before I served the food?	in the room	['in the room', 'outside the house', 'in the kitchen', 'at the vet']	1231	(C) in the kitchen	0.0
ego	video/3_ego	1200.0	ego_71.mp4	How many oranges did I pick from the plastic bag?	3	['3', '10', '5', '1']	897	(C) 5	1.0
ego	video/3_ego	1200.0	ego_71.mp4	Where was the dark blue towel before I first picked it up?	on the kitchen sink	['folded on the bedroom dresser', 'hanging on the bathroom door', 'on the kitchen sink', 'in the laundry basket']	913	(C) on the kitchen sink	0.0
ego	video/3_ego	1200.0	ego_71.mp4	Where did I put the orange peels?	in the trash bin under the kitchen sink	['in the laundry hamper in the bedroom', 'in the trash bin under the kitchen sink', 'in the compost bin in the backyard', 'in the recycling bin next to the front door']	924	(B) in the trash bin under the kitchen sink	1.0
ego	video/3_ego	1200.0	ego_71.mp4	How many bowls did I pick from the plate rack?	1	['3', '1', '2', '4']	941	(C) 2	1.0
ego	video/3_ego	1200.0	ego_71.mp4	What jug did I take from the cupboard?	the jug with the red lid	['the jug with the red lid', 'the jug with the blue lid', 'the jug with the green lid', 'the jug with the yellow lid']	947	(C) the jug with the green lid	1.0
ego	video/3_ego	1200.0	ego_71.mp4	What bowl did I take from the cupboard?	a white bowl	['a green bowl', 'a blue bowl', 'a white bowl', 'a red bowl']	953	(D) a red bowl	0.0
ego	video/3_ego	1200.0	ego_71.mp4	In what location did I last see the cat?	on the dining chair	['in the kitchen', 'on the dining chair', 'in the backyard', 'under the bed']	1019	(A) in the kitchen	0.0
ego	video/3_ego	1200.0	ego_71.mp4	Where was the glass cup before I picked it up?	on the kitchen counter	['on the kitchen counter', 'in the bedroom', 'in the dishwasher', 'in the car']	1036	(A) on the kitchen counter	1.0
ego	video/3_ego	1200.0	ego_71.mp4	How many spoons of oats did I put in each bowl?	4	['5', '3', '4', '2']	1053	(C) 4	0.0
ego	video/3_ego	1200.0	ego_71.mp4	What did I pour in the jug?	squeezed orange juice	['coffee', 'water', 'squeezed orange juice', 'milk']	1059	(C) squeezed orange juice	0.0
ego	video/3_ego	1200.0	ego_71.mp4	How many extra spoons of oats did I put in the second bowl?	2	['1', '3', '4', '2']	1153	(A) 1	0.0
ego	video/3_ego	1200.0	ego_71.mp4	Where did I put the knife?	in the kitchen sink	['on the living room table', 'outside in the garden', 'in the bedroom drawer', 'in the kitchen sink']	1163	(D) in the kitchen sink	1.0
ego	video/3_ego	1200.0	ego_71.mp4	How many oranges did I squeeze last?	half cut orange	['2 sliced oranges', '1 whole orange', 'half cut orange', '3 peeled oranges']	1179	(B) 1 whole orange	0.0
ego	video/3_ego	1200.0	ego_71.mp4	What brand was the pack of tea I took from the cupboard?	Twinings infuso strawberry and mango	['Celestial Seasonings chamomile', 'Twinings infuso strawberry and mango', 'Bigelow green tea', 'Lipton black tea']	1189	(B) Twinings infuso strawberry and mango	1.0
ego	video/3_ego	428.0666666666666	ego_29.mp4	How many bolts did I screw on the circuit board of the first radio?	3	['3', '1', '7', '5']	898	(A) 3	0.0
ego	video/3_ego	428.0666666666666	ego_29.mp4	Where did I place the circuit board of the first radio on?	the back case of the first radio	['the back case of the first radio', 'underneath the power button', 'inside the battery compartment', 'on top of the speaker']	914	(A) the back case of the first radio	0.0
ego	video/3_ego	428.0666666666666	ego_29.mp4	Where was the handle of the first radio before I picked it up?	on the table	['on the table', 'in the drawer', 'in my hand', 'on the floor']	949	(A) on the table	1.0
ego	video/3_ego	428.0666666666666	ego_29.mp4	Where was the battery cover of the first radio before I picked it up?	on the table	['in my pocket', 'on the table', 'underneath the chair', 'in the drawer']	1021	(B) on the table	1.0
ego	video/3_ego	428.0666666666666	ego_29.mp4	How many bolts did I unscrew from the back case of the second radio?	4	['6', '8', '2', '4']	1060	(C) 2	1.0
ego	video/3_ego	428.0666666666666	ego_29.mp4	How many batteries were on the table?	5	['5', '3', '2', '4']	1180	(C) 2	0.0
ego	video/3_ego	480.0	ego_73.mp4	Where did I put the Silver container?	In the dustbin	['In the bathroom', 'In the kitchen cabinet', 'In the dustbin', 'On the bookshelf']	899	(A) In the bathroom	1.0
ego	video/3_ego	480.0	ego_73.mp4	What did I put in the trash can?	box	['box', 'paper', 'banana peel', 'plastic bottle']	964	(D) plastic bottle	1.0
ego	video/3_ego	480.0	ego_73.mp4	Where was the Brown bag?	On the blue chair beside the tv	['On the red table in the kitchen', 'In the black drawer under the bed', 'On the blue chair beside the tv', 'On the white shelf in the bathroom']	1003	(A) On the red table in the kitchen	0.0
ego	video/3_ego	480.0	ego_73.mp4	What did I put in the trash can?	wrapper	['pen', 'banana', 'wrapper', 'sock']	1009	(C) wrapper	1.0
ego	video/3_ego	480.0	ego_73.mp4	What liquid did I drink?	water	['milk', 'soda', 'water', 'juice']	1112	(C) water	0.0
ego	video/3_ego	480.0	ego_73.mp4	What did I pour in the bottle?	water	['milk', 'juice', 'water', 'soda']	1128	(C) water	0.0
ego	video/3_ego	480.0	ego_73.mp4	What did I put in the fridge?	Water bottles	['Soda cans', 'Water bottles', 'Milk cartons', 'Orange juice']	1142	(B) Water bottles	1.0
ego	video/3_ego	480.0	ego_73.mp4	How many tomato packets were there in the fridge?	two	['two', 'one', 'four', 'three']	1200	(B) one	1.0
ego	video/3_ego	480.0	ego_73.mp4	What did I pour in the bottle?	water	['water', 'juice', 'milk', 'soda']	1217	(A) water	1.0
ego	video/3_ego	480.0	ego_73.mp4	What did I put in the dustbin?	Plastic waste	['Glass waste', 'Food waste', 'Plastic waste', 'Paper waste']	1239	(B) Food waste	0.0
ego	video/3_ego	480.0	ego_73.mp4	What did I pour in the kettle?	water	['milk', 'juice', 'water', 'coffee']	1244	(C) water	1.0
ego	video/3_ego	480.0	ego_52.mp4	How many were the Pepsi cans on the table ?	There were four Pepsi cans on the table.	['There were six Pepsi cans on the table.', 'There were four Pepsi cans on the table.', 'There were two Pepsi cans on the table.', 'There were eight Pepsi cans on the table.']	901	(C) There were two Pepsi cans on the table.	0.0
ego	video/3_ego	480.0	ego_52.mp4	Where was the Tostitos queso Cheese jar?	In the Fridge	['On the shelf', 'In the car', 'In the Fridge', 'In the pantry']	1001	(C) In the Fridge	1.0
ego	video/3_ego	480.0	ego_52.mp4	What word was written on the banner ?	"""We can do it"" was written on the banner."	"['Dream big', '""We can do it"" was written on the banner.', 'Believe in yourself', 'Never give up']"	1006	"(B) ""We can do it"" was written on the banner."	0.0
ego	video/3_ego	480.0	ego_52.mp4	What instrument did I play ?	The piano instrument I was playing	['The piano instrument I was playing', 'The guitar instrument I was playing', 'The violin instrument I was playing', 'The drums instrument I was playing']	1025	(D) The drums instrument I was playing	1.0
ego	video/3_ego	480.0	ego_52.mp4	Did i see a Flower drawing?	Yes	"['Maybe', 'No', 'Yes', ""I'm not sure""]"	1106	(B) No	0.0
ego	video/3_ego	480.0	ego_52.mp4	How many paintings were there in the bedroom?	There were three paintings in the bedroom.	['There were two paintings in the bedroom.', 'There were five paintings in the bedroom.', 'There were three paintings in the bedroom.', 'There were eight paintings in the bedroom.']	1118	(C) There were three paintings in the bedroom.	0.0
ego	video/3_ego	480.0	ego_52.mp4	What text did I read on the Poster?	We Can Do It	['Believe in Yourself', 'Never Give Up', 'Dream Big', 'We Can Do It']	1124	(C) Dream Big	0.0
ego	video/3_ego	480.0	ego_52.mp4	What picture was drawn in the note book ?	The flower picture was drawn in the note book.	['The tree picture was drawn in the note book.', 'The house picture was drawn in the note book.', 'The flower picture was drawn in the note book.', 'The car picture was drawn in the note book.']	1132	(C) The flower picture was drawn in the note book.	1.0
ego	video/3_ego	480.0	ego_52.mp4	How many were the yoga mats?	There were three yoga mats.	['There were five yoga mats.', 'There were six yoga mats.', 'There were two yoga mats.', 'There were three yoga mats.']	1145	(C) There were two yoga mats.	0.0
ego	video/3_ego	480.0	ego_52.mp4	Where was the writing book ?	The writing book was in the drawer.	['The writing book was in the drawer.', 'The writing book was on the table.', 'The writing book was on the shelf.', 'The writing book was in the backpack.']	1211	(C) The writing book was on the shelf.	1.0
ego	video/3_ego	480.0	ego_52.mp4	Did I see a Pepsi cans ?	Yes 	"['Maybe', 'Yes ', 'No', ""I'm not sure""]"	1236	(C) No	1.0
ego	video/3_ego	479.9999999999998	ego_72.mp4	"What did i put the plastic mug?
"	orange juice	['water', 'coffee', 'orange juice', 'milk']	902	(B) coffee	1.0
ego	video/3_ego	479.9999999999998	ego_72.mp4	Where was the router?	on the table.	['on the roof', 'under the bed', 'on the table.', 'in the refrigerator']	1024	(C) on the table.	1.0
ego	video/3_ego	479.9999999999998	ego_72.mp4	Where did i put the juice mug?	inside fridge	['in the dishwasher', 'on the kitchen counter', 'in the microwave', 'inside fridge']	1026	(D) inside fridge	1.0
ego	video/3_ego	479.9999999999998	ego_72.mp4	Where was a fruit peeler?	in a drawer.	['in a drawer.', 'in the fridge', 'under the sink', 'on the counter']	1133	(D) on the counter	1.0
ego	video/3_ego	479.9999999999998	ego_72.mp4	Where were green peas?	in a refrigerator.	['in a garden', 'in a refrigerator.', 'in a pantry', 'in a shoebox']	1143	(B) in a refrigerator.	1.0
ego	video/3_ego	479.9999999999998	ego_72.mp4	Where was the cat?	on the chair.	['on the chair.', 'under the table', 'in the closet', 'outside the window']	1240	(A) on the chair.	1.0
ego	video/3_ego	480.0	ego_30.mp4	Where did I put the tools?	In the red tray.	['On the top shelf.', 'In the blue box.', 'In the red tray.', 'In the kitchen drawer.']	903	(C) In the red tray.	0.0
ego	video/3_ego	480.0	ego_30.mp4	Where did I put the money?	Inside the draw.	['Inside the draw.', 'In the kitchen cabinet', 'Under the bed', 'In my pocket']	926	(A) Inside the draw.	1.0
ego	video/3_ego	480.0	ego_30.mp4	Where were the keys?	On the table.	['In the car.', 'In the fridge.', 'On the table.', 'In the mailbox.']	1027	(C) On the table.	1.0
ego	video/3_ego	480.0	ego_30.mp4	What did I put in the drawer?	Money	['Keys', 'Phone', 'Pen', 'Money']	1144	(B) Phone	0.0
ego	video/3_ego	480.0	ego_30.mp4	Where I did put marker pen?	On the table.	['In the car.', 'In the fridge.', 'Under the bed.', 'On the table.']	1165	(D) On the table.	0.0
ego	video/3_ego	480.0	ego_22.mp4	What colour was the blouse I held in my hands	red	['green', 'red', 'yellow', 'blue']	905	(D) blue	0.0
ego	video/3_ego	480.0	ego_22.mp4	Who did I interact with when I opened the door	a woman	['a child', 'a woman', 'a dog', 'a man']	907	(B) a woman	0.0
ego	video/3_ego	480.0	ego_22.mp4	How many square frames hung on the wall opposite the living room	4	['6', '2', '4', '8']	908	(C) 4	1.0
ego	video/3_ego	480.0	ego_22.mp4	Who did I talk to in the living room before I first sat down	two women and one man	['two women and one man', 'one woman and two men', 'three women', 'two men']	910	(B) one woman and two men	0.0
ego	video/3_ego	480.0	ego_22.mp4	Where were the eyeglasses	on the window sill	['on the window sill', 'on the kitchen counter', 'in the drawer', 'under the bed']	1078	(A) on the window sill	1.0
ego	video/3_ego	480.0	ego_22.mp4	Where did I put the fur blanket 	on the bed	['in the kitchen', 'on the bed', 'in the closet', 'on the couch']	1079	(D) on the couch	0.0
ego	video/3_ego	480.0	ego_22.mp4	How many green mugs were on the fridge top after I first opened the fridge	2	['0', '2', '3', '1']	1081	(A) 0	0.0
ego	video/3_ego	480.0	ego_22.mp4	Where was the guitar before I held it in my hand	beside the white cabinet	['in the backyard', 'underneath the bed', 'beside the white cabinet', 'on the kitchen counter']	1082	(C) beside the white cabinet	0.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	Where did I throw the trash from the plate?	in the dustbin	['in the dustbin', 'in the refrigerator', 'in the sink', 'on the floor']	906	(D) on the floor	1.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	Where did I put the white cloth?	in the drawer	['under the bed', 'on the shelf', 'in the closet', 'in the drawer']	930	(B) on the shelf	0.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	Where did I put the white clothe?	In the kitchen table drawer	['In the kitchen table drawer', 'In the living room bookshelf', 'In the bathroom cabinet', 'In the bedroom closet']	1011	(A) In the kitchen table drawer	0.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	What food did I put in the plastic bag?	bread	['banana', 'apple', 'chicken', 'bread']	1029	(D) bread	1.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	What did I put in the white dustbin?	Food waste	['Glass waste', 'Paper waste', 'Food waste', 'Plastic waste']	1137	(A) Glass waste	0.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	Where was the baking glove before I hung it on the hook?	on the kitchen counter	['in the dishwasher', 'on the kitchen counter', 'in the oven', 'in the refrigerator']	1169	(B) on the kitchen counter	0.0
ego	video/3_ego	480.0333333333333	ego_50.mp4	What did I put in the plastic bag? 	Bread	['Apples', 'Bread', 'Toothpaste', 'Milk']	1243	(B) Bread	0.0
ego	video/3_ego	480.0	ego_48.mp4	What colour was the towel I folded last?	White	['Blue', 'Black', 'Red', 'White']	909	(D) White	1.0
ego	video/3_ego	480.0	ego_48.mp4	How many bar soaps were on the washing  machine?	7	['5', '9', '3', '7']	938	(C) 3	1.0
ego	video/3_ego	480.0	ego_48.mp4	What did I put in the rack?	Plate	['Spoon', 'Fork', 'Cup', 'Plate']	951	(D) Plate	0.0
ego	video/3_ego	480.0	ego_48.mp4	Did I leave the door open?	yes	"['maybe', 'yes', ""I don't know"", 'no']"	1051	(D) no	1.0
ego	video/3_ego	480.0	ego_48.mp4	What did I put in the wardrobe?	Throw pillow	['Throw pillow', 'Shoes', 'Blanket', 'Coffee mug']	1151	(C) Blanket	1.0
ego	video/3_ego	480.0	ego_48.mp4	What did I put in the dustbin?	Used Tissu	['Old newspaper', 'Used Tissu', 'Empty water bottle', 'Banana peel']	1173	(B) Used Tissu	0.0
ego	video/3_ego	480.0	ego_21.mp4	Where was the dust pan?	near the window 	['in the closet', 'near the window ', 'under the bed', 'on the kitchen counter']	911	(B) near the window	0.0
ego	video/3_ego	480.0	ego_21.mp4	Where did I put the jenga box?	on the table	['in the car', 'in the closet', 'on the table', 'under the bed']	912	(C) on the table	0.0
topic_reasoning	video/7_topic_reasoning	480.02	ego_21.mp4	What is the main activity of the first person perspective character in this video?	Sweeping the floor	['Mopping the floor', 'Washing clothes', 'Wiping windows', 'Sweeping the floor']	1930	(A) Mopping the floor	0.0
topic_reasoning	video/7_topic_reasoning	480.02	ego_21.mp4	Where is the person in the video?	Living room	['Bedroom', 'Living room', 'Kitchen', 'Bathroom']	2117	(B) Living room	0.0
ego	video/3_ego	480.0	ego_20.mp4	Where did I last put the electric screwdriver machine?	On the upper wooden block next to drill machine	['On the upper wooden block next to drill machine', 'In the toolbox', 'In the kitchen drawer', 'In the backyard shed']	915	(A) On the upper wooden block next to drill machine	1.0
ego	video/3_ego	480.0	ego_20.mp4	Where did I last put the drill machine?	On the upper wooden block	['On the kitchen counter', 'In the garage', 'On the upper wooden block', 'In the toolbox']	917	(C) On the upper wooden block	0.0
ego	video/3_ego	480.0	ego_20.mp4	How many nails did I attach?	Three	['Three', 'One', 'Five', 'Seven']	919	(A) Three	0.0
